Date_str,Station_id,Satellite_id,Azimuth,Elevation,TEC_diff
20170101,chan,G01,-51.44624985414557,5.266767521552803,22921.118192768336
20170101,chan,G01,-52.81385656047889,4.946401393120491,4818.484633685337
20170101,chan,G01,-55.71680493565013,4.127399905345583,140069.69578165835
20170101,chan,G02,155.20269673057823,8.782794469525845,0.4473887696949532
20170101,chan,G02,155.57762018952363,5.400035857633126,0.44566815831058193
20170101,chan,G02,155.6162644800784,4.9814413991193005,0.4802614736108808
20170101,chan,G02,155.68799281716835,4.14715665945769,0.4367330609529745
20170101,chan,G02,155.70476081971213,3.9391952170055746,29907.22340924933
20170101,chan,G05,126.46263676041909,3.8869966182871196,117077.59976925346
20170101,chan,G06,136.1659030603443,8.29601837458428,0.4600669468200067
20170101,chan,G06,136.25616554124394,8.101751054809304,0.4596141545189312
20170101,chan,G06,136.34595758553908,7.907566311217599,0.5153981396433664
20170101,chan,G06,136.435279257153,7.713464727542251,0.407633622729918
20170101,chan,G06,136.52413060575495,7.519446886357089,0.5120776639232645
20170101,chan,G06,136.61251166680924,7.32551336911813,0.5280461318907328
20170101,chan,G06,136.7004224616229,7.131664756205383,0.5275631537369918
20170101,chan,G06,136.7878629973912,6.937901626964328,0.4820726417383412
20170101,chan,G06,136.87483326724163,6.744224559748296,0.5706387743266532
20170101,chan,G06,136.96133325027614,6.55063413196002,0.4738016398187028
20170101,chan,G06,137.04736291161154,6.357130920094206,0.4541383888281416
20170101,chan,G06,137.3026294076156,5.7771503322445374,0.41753467651142273
20170101,chan,G06,137.88177423041526,4.427021941792895,38523.514124263515
20170101,chan,G07,32.595649147063035,7.780964890950081,51102.68165810341
20170101,chan,G09,43.23267275962138,4.305699785379474,532.6444356136053
20170101,chan,G10,-168.30671441084493,16.356060891717092,70354.87371092377
20170101,chan,G12,151.22063958244578,6.228718899373192,0.5174206109222723
20170101,chan,G12,151.10934076106253,6.41117222016789,0.4141538289404707
20170101,chan,G12,148.987472624111,9.93895220310171,0.4222739000542788
20170101,chan,G12,148.8750658110515,10.127677532114468,0.43760845794167835
20170101,chan,G12,148.64991803924417,10.505989658270522,0.4001776483928552
20170101,chan,G12,148.53716612908912,10.69557131634302,0.5087571879194002
20170101,chan,G12,148.42428816347243,10.885433246609416,0.5593491585896118
20170101,chan,G12,148.3112785584803,11.075572831324843,0.524755841892329
20170101,chan,G12,148.08484187372972,11.4566743928167,0.5208920165678137
20170101,chan,G12,147.97140340375825,11.647631032605183,0.5516818768737721
20170101,chan,G12,147.85781051303795,11.838854652061224,0.46079141601512674
20170101,chan,G12,147.51604699203563,12.414100061366526,0.43875553274847334
20170101,chan,G12,44.85852475587264,4.255985928785067,76260.3986685091
20170101,chan,G17,160.15859977309663,3.9076139251073654,59157.98506484882
20170101,chan,G21,-154.1351676241805,3.832169519360152,24740.757454441744
20170101,chan,G22,-118.27441117678697,3.926794688856398,79044.67520405514
20170101,chan,G23,35.90104957454068,4.255094816535919,36783.68911239138
20170101,chan,G23,-148.53224683594854,3.860016469779863,108711.75982918606
20170101,chan,G24,76.4411764964017,4.07751215959321,606963.4547361577
20170101,chan,G25,-86.4769464017948,4.0601055740117875,56678.569745777815
20170101,chan,G25,172.18002667045172,5.849020311010887,0.45129485453799134
20170101,chan,G25,172.11073678431913,6.0447774239081555,0.4800803568723495
20170101,chan,G25,172.0416471778308,6.240924222662654,0.6077073528867913
20170101,chan,G25,171.97275451747117,6.437459562364925,0.6487906884176482
20170101,chan,G25,171.90405544865064,6.6343822975523015,0.5457955815836613
20170101,chan,G25,171.83554659541392,6.831691282051345,0.5724499424577516
20170101,chan,G25,171.76722456014102,7.029385368818585,0.5348681994619255
20170101,chan,G25,171.699085923242,7.2274634097789425,0.5351398746861378
20170101,chan,G25,171.63112724284423,7.425924255662271,0.46021787722202134
20170101,chan,G25,171.56334505447163,7.624766755838594,0.4389366490067914
20170101,chan,G25,171.49573587071762,7.823989758150671,0.4284439467919583
20170101,chan,G25,60.28046897095103,5.197449386805441,66068.0861963431
20170101,chan,G27,-33.97920908701148,4.288021372047406,10240.510456235166
20170101,chan,G29,-132.52269093879653,7.356333253002722,0.41373122291406617
20170101,chan,G29,-135.38982678321975,3.8863028965732735,32936.78276940969
20170101,chan,G29,38.067510420238655,4.328066696450685,23490.63584737356
20170101,chan,G30,35.135269221346924,4.236607399756875,38002.067409927215
20170101,chan,G31,-124.83767377948284,7.329648198827834,0.40078137000091374
20170101,chan,G31,-124.60515382976247,7.7031925142335345,0.4004191347048618
20170101,chan,G31,-124.48826226065238,7.890019112537807,0.42746591645118315
20170101,chan,G32,-93.37661294514304,8.039295230492504,0.4180176546869916
20170102,chan,G01,-38.26722744519416,6.128862437873299,116888.55665170898
20170102,chan,G02,155.18649577500625,8.973941754733366,0.41438324414775707
20170102,chan,G02,155.4381904377881,6.85061554758832,0.41059186482743826
20170102,chan,G02,155.46087243459232,6.639558840301206,0.4053092897447641
20170102,chan,G02,155.483098891065,6.4287373159925885,0.471054701214598
20170102,chan,G02,155.50486894678548,6.218151774882112,0.5127115735958796
20170102,chan,G02,155.52618172844822,6.007803017578458,0.554791050759377
20170102,chan,G02,155.54703634988752,5.797691845158819,0.5051348519482417
20170102,chan,G02,155.56743191210253,5.587819059249762,0.5019532335863914
20170102,chan,G02,155.58736750328023,5.378185462107361,0.4436758728188579
20170102,chan,G02,155.60684219881801,5.168791856697988,0.4124332189458073
20170102,chan,G02,155.71395817965214,3.9175151267137327,51313.02329103581
20170102,chan,G05,125.75512802443197,5.09849498981408,0.4661343597617815
20170102,chan,G05,125.86012194849403,4.9196077431802765,0.5031727539808344
20170102,chan,G05,126.17274788818555,4.383201919734519,0.42239464403974125
20170102,chan,G05,126.3791985182869,4.025813943918935,1390.022396159442
20170102,chan,G06,137.8109299778789,4.554024404976969,37646.367537402824
20170102,chan,G07,30.895158346947,5.506992731996952,32633.94537146369
20170102,chan,G07,-159.9227233107145,11.460526470496978,24277.301488053563
20170102,chan,G09,43.23906767953036,4.284091425702074,9381.944062863608
20170102,chan,G10,-168.3181803151902,16.31862269166861,26446.341273390542
20170102,chan,G12,-116.88106602485713,4.483382021152782,90412.9526365042
20170102,chan,G12,151.40055857532104,5.909492997563545,0.5107796600968868
20170102,chan,G12,151.28924013525994,6.0913457393356865,0.6184415443240141
20170102,chan,G12,151.17792085852855,6.273538153861032,0.760388844388217
20170102,chan,G12,151.06659612095004,6.456068003959019,0.8271303983237885
20170102,chan,G12,150.95526126384058,6.638933040829141,0.9061275248932361
20170102,chan,G12,150.84391159369156,6.822131003760925,0.7993289640289731
20170102,chan,G12,150.73254238184583,7.005659619840462,0.6176989652230986
20170102,chan,G12,150.62114886416975,7.189516603653288,0.7133286537755339
20170102,chan,G12,150.509726240717,7.373699656982865,0.49568659129727166
20170102,chan,G12,44.8626167014954,4.196795336986558,7812.229996816506
20170102,chan,G15,-147.73490543979807,4.276090975153823,0.5126210151938722
20170102,chan,G15,-147.07618883896868,7.28216974266595,0.4022906750906259
20170102,chan,G17,160.1419063603441,3.8244827717557364,78222.21137452433
20170102,chan,G19,165.1149707539458,4.088586885589013,21568.76973856012
20170102,chan,G21,-151.541394153992,7.489176529271765,0.4159046254790155
20170102,chan,G21,-151.78637850379064,7.134098129861585,0.4840649269608548
20170102,chan,G21,-153.9956630240869,3.9936530890036344,28223.30405980094
20170102,chan,G21,113.05472427721996,4.251178836184214,16675.531055982647
20170102,chan,G21,35.97854584786707,8.100216149263447,105122.42673078881
20170102,chan,G22,-118.1667350150591,4.034054611977521,74512.67907959432
20170102,chan,G23,-148.47790049115395,3.9694247503692863,426718.14801022364
20170102,chan,G24,74.95805463399846,5.990596918563613,155560.72517321853
20170102,chan,G25,169.70575437536593,13.383569526402487,0.42209278271184303
20170102,chan,G25,169.64147313287924,13.593037326947417,0.4646250546502415
20170102,chan,G25,169.57725111660469,13.802850488274032,0.4216701767873019
20170102,chan,G25,169.51308394950928,14.013007722393182,0.4028944005840458
20170102,chan,G25,60.40149933136206,4.9867546854901645,52054.655852647425
20170102,chan,G28,27.741545066296464,6.175154620182346,65133.063345484254
20170102,chan,G29,-132.53795454521548,7.32915072611598,0.4006908107548952
20170102,chan,G29,-134.9982997491865,4.3496658467967535,0.5791443226771662
20170102,chan,G29,-135.13388491838742,4.186203997309718,0.54024133211351
20170102,chan,G29,38.069517162305026,4.302919962256842,10503.655037887162
20170102,chan,G30,35.13891225572228,4.22635505369251,11261.211615896944
20170102,chan,G31,-124.81687347978794,7.382303130037235,0.5371925318831927
20170102,chan,G31,-124.70073921930309,7.569078950915244,0.5953732965572271
20170102,chan,G31,-124.58418381293421,7.755891322323176,0.6874470578550245
20170102,chan,G31,-124.46720732521,7.9427397960797785,0.6894212317783968
20170102,chan,G31,-124.3498098106186,8.129623923526175,0.4914907179190777
20170102,chan,G31,-124.23199131357795,8.31654325550885,0.46749273585737683
20170102,chan,G32,-93.91949543302654,7.429490695756407,58169.940248229184
20170102,chan,G32,-93.34952257038057,8.071294546770735,0.4675953695186763
20170102,chan,G32,-92.77788717997221,8.714308465087383,0.5151264640117006
20170103,chan,G01,-55.56928003205374,4.163520269467247,136026.43490528088
20170103,chan,G02,155.51500697253312,6.195386130874284,0.4375963833736023
20170103,chan,G02,155.53623922222022,5.9850628139608935,0.4754618789302185
20170103,chan,G02,155.55701325137653,5.7749772022920975,0.4131274988176301
20170103,chan,G02,155.57732815890557,5.565130097684254,0.4421363821165869
20170103,chan,G02,155.5971830309069,5.355522302594711,0.4519468733633403
20170103,chan,G02,155.61657694069865,5.146154620202722,0.5620659107662505
20170103,chan,G02,155.63550894883778,4.937027854490032,0.6544726256543072
20170103,chan,G02,155.65397810314212,4.728142810322529,0.5910446029593004
20170103,chan,G02,155.67198343870888,4.519500293531334,0.46305537450825796
20170103,chan,G02,155.68952397793458,4.311101110994663,0.47437517694197595
20170103,chan,G02,155.72320669354855,3.8950359819235945,1182.7129074733675
20170103,chan,G02,-102.43188625386276,7.232956377543695,1082.6081736852502
20170103,chan,G03,-110.33551311694397,3.9342801312100475,1357.918366188329
20170103,chan,G05,126.39816161417664,3.9872960581176105,33781.64674842061
20170103,chan,G06,137.8216885042898,4.487740355811785,64085.45928920426
20170103,chan,G06,-124.6565558985825,7.505884123029156,125133.77132785093
20170103,chan,G07,30.967133874128063,5.610576162636618,23484.791846155567
20170103,chan,G07,-159.96356439069174,11.408670050721375,29086.889834879825
20170103,chan,G10,-168.2601024875972,16.49228756251337,54809.89855753022
20170103,chan,G12,44.86700222060589,4.137920174609955,129741.04508673001
20170103,chan,G16,-142.61879782630214,6.563828569299201,0.4501055207801983
20170103,chan,G16,-142.4636767006564,6.968789087243111,0.40344982396345586
20170103,chan,G18,45.61637784064784,5.692568850652401,9982.639283211538
20170103,chan,G19,165.10942548737802,4.04074601481058,26167.333360043092
20170103,chan,G21,-150.4216181988864,9.08871447714233,0.5295554368640296
20170103,chan,G21,-153.98036590851177,3.9827920910506576,44471.008595010935
20170103,chan,G21,35.98525385112419,8.102563303032843,87158.5847581339
20170103,chan,G23,-148.5511098154195,3.9128475489956194,16680.258263931537
20170103,chan,G24,76.48487414017997,4.045460343351031,187891.00067278632
20170103,chan,G25,60.31663501046462,5.12313268620464,44461.95833770771
20170103,chan,G26,-149.90823354632516,13.787813615415727,0.45267134506138973
20170103,chan,G26,-149.85092230134364,13.9987299371152,0.49979190513840877
20170103,chan,G26,-149.79314757101727,14.209825160323488,0.4412006091733929
20170103,chan,G26,-149.7349092087242,14.421098632741689,0.4489584487164393
20170103,chan,G26,-149.67620704946444,14.632549699650543,0.4963204979139846
20170103,chan,G26,-149.61704090971523,14.844177703841169,0.4442795938521158
20170103,chan,G26,-149.55741058727966,15.055981985544635,0.40699971723370254
20170103,chan,G29,-135.28483067637282,3.996237062957114,2770.560391623454
20170103,chan,G29,38.070303967407014,4.276763441364764,2115.9898777734925
20170103,chan,G30,35.142203660077776,4.214737666243429,17689.71391946888
20170103,chan,G31,-125.25614293262625,6.689177396579035,0.5048028047458502
20170103,chan,G31,-125.02665043043685,7.062509166553428,0.41741393198026344
20170103,chan,G32,-93.7500024981343,7.621066775514218,0.43135298510605935
20170104,chan,G01,75.62214323838046,7.165541026016215,239041.88772173296
20170104,chan,G02,155.73246855651985,3.8713704119977876,6909.503128381009
20170104,chan,G03,-110.25731489000839,4.038999974887542,27661.50432933004
20170104,chan,G05,126.41689619764118,3.9495551287261637,86939.87801265929
20170104,chan,G06,137.66944270169267,4.805590809385188,0.4150594131424441
20170104,chan,G06,137.83278377798777,4.4204000223383435,67065.67380723613
20170104,chan,G07,30.933179793576794,5.561639550037025,34497.958178271685
20170104,chan,G09,43.23473058440136,4.431447918348157,12756.861626914222
20170104,chan,G10,-168.27082187043402,16.45641643783897,48241.36241342121
20170104,chan,G12,151.76112398006487,5.273894158845299,0.45011065213475376
20170104,chan,G12,151.64972265769765,5.4545189955425135,0.5415462788369041
20170104,chan,G12,147.15414718444558,12.939541839209523,0.4231794824299868
20170104,chan,G12,147.0392670099837,13.13245729895988,0.4204023602360394
20170104,chan,G12,146.92418568827216,13.32561775949833,0.46679845527978614
